device_changed,location_changed,time_since_registration,order_value,orders_last_30min,failed_mpin_count_24hr,login_count_today,label,category
False,False,1772,15340.81,3,0,2,normal,
False,False,1081,13844.49,1,1,4,normal,
False,False,122,25921.94,3,1,2,normal,
False,False,1547,8124.85,0,1,2,normal,
False,False,224,57824.5,0,6,3,anomaly,failed_mpin_then_large_order
False,False,1276,23782.77,3,1,2,normal,
False,False,1619,11407.7,3,0,2,normal,
False,False,1737,20813.1,4,1,4,normal,
True,False,816,4845.92,1,0,3,normal,
False,False,1934,13705.76,2,1,4,normal,
False,False,1355,5212.54,4,1,1,normal,
False,False,329,13388.84,0,1,3,normal,
False,False,1365,24626.84,4,1,5,normal,
False,False,1167,38541.06,4,1,4,normal,
False,False,1696,12188.58,3,1,1,normal,
False,False,1067,21782.52,1,0,3,normal,
False,False,1313,35058.39,2,0,5,normal,
False,False,1045,24657.2,2,0,1,normal,
False,False,1394,15726.2,3,1,2,normal,
False,False,371,25062.3,1,1,4,normal,
False,False,1388,7921.99,1,1,5,normal,
False,False,1850,22298.0,1,0,4,normal,
False,False,909,12808.82,4,1,5,normal,
False,False,690,27834.26,2,1,4,normal,
False,False,1309,7167.74,2,0,3,normal,
False,True,1919,26985.75,4,1,5,normal,
False,False,1062,18939.2,2,1,1,normal,
False,False,515,33764.8,4,1,1,normal,
False,False,1662,23791.01,4,1,4,normal,
False,False,1510,11633.51,4,0,3,normal,
False,False,1387,37880.45,0,0,4,normal,
False,False,246,27765.72,0,1,4,normal,
False,False,242,1719.88,2,1,1,normal,
False,False,534,5563.85,4,1,5,normal,
False,False,284,25149.23,3,0,1,normal,
True,False,778,8478.71,4,1,3,normal,
False,False,224,34183.63,4,0,5,normal,
False,False,137,29036.11,2,1,1,normal,
False,False,1449,25724.58,4,1,5,normal,
False,False,577,26518.21,1,0,2,normal,
False,False,46,986.47,2,1,3,normal,
False,False,1989,24649.56,4,0,4,normal,
False,False,435,29227.08,0,1,2,normal,
False,False,124,29895.91,2,0,5,normal,
False,False,80,2727.51,3,1,5,normal,
True,False,889,29962.72,4,0,1,normal,
False,False,1364,8138.46,2,0,5,normal,
False,False,1682,27639.54,2,1,4,normal,
False,False,1464,30262.68,2,1,5,normal,
False,False,1316,18538.86,1,0,4,normal,
False,False,749,10882.86,0,1,5,normal,
False,False,684,39279.05,0,1,2,normal,
False,False,1324,37505.84,4,1,3,normal,
False,False,1606,6744.89,1,1,2,normal,
False,False,1419,5095.08,2,0,2,normal,
False,False,541,6203.95,0,0,5,normal,
False,False,1902,1104.81,3,0,5,normal,
False,False,1641,39396.47,4,1,1,normal,
False,False,1724,17966.48,1,1,2,normal,
False,False,205,29911.26,2,0,5,normal,
False,False,727,35430.08,2,1,1,normal,
False,True,1973,162068.26,0,5,3,anomaly,failed_mpin_then_large_order
False,False,1,78898.73,1,1,1,anomaly,new_account_large_order
False,False,734,35783.12,4,0,2,normal,
False,False,802,11567.42,2,0,5,normal,
False,False,1684,23198.36,0,1,3,normal,
False,False,436,29228.29,3,0,2,normal,
False,False,179,6099.52,4,0,1,normal,
False,False,818,1260.6,2,1,1,normal,
False,False,1446,38815.89,0,1,5,normal,
False,False,636,8953.15,1,1,1,normal,
False,False,349,8376.56,1,0,2,normal,
False,False,1390,33625.53,3,1,3,normal,
True,False,239,36474.12,4,1,4,normal,
False,False,1880,10740.83,0,1,4,normal,
True,False,1398,32352.57,4,0,5,normal,
False,False,1806,22722.4,1,0,2,normal,
False,False,364,13566.46,1,1,2,normal,
False,False,1645,28721.46,3,0,5,normal,
False,False,1713,22426.01,3,0,1,normal,
False,False,179,2316.4,4,1,4,normal,
False,False,1919,29545.92,4,1,4,normal,
False,False,708,30336.01,1,0,5,normal,
False,False,406,25437.72,2,0,1,normal,
False,False,1457,1249.59,4,0,4,normal,
False,False,693,13385.06,0,1,4,normal,
False,False,1831,16930.15,2,0,5,normal,
False,False,432,36501.02,0,0,1,normal,
False,False,1260,1524.23,4,0,4,normal,
True,False,1967,27568.61,4,1,4,normal,
True,False,1341,3952.89,14,0,2,anomaly,unusual_trading_velocity
False,False,1688,11204.07,0,0,3,normal,
False,False,780,30358.15,1,0,4,normal,
False,False,258,26435.32,0,1,5,normal,
False,False,220,4528.11,0,0,2,normal,
False,False,1350,20146.23,2,1,4,normal,
False,False,1170,2384.52,0,0,1,normal,
False,False,806,34211.19,3,0,4,normal,
False,False,581,7543.85,4,0,2,normal,
False,False,1058,2979.25,1,1,5,normal,
False,False,1352,10040.67,2,1,4,normal,
False,False,756,11179.85,4,0,2,normal,
False,False,962,22942.84,0,1,1,normal,
False,False,598,30061.34,0,1,5,normal,
False,False,213,16253.52,4,1,5,normal,
True,True,1780,34921.14,1,1,2,anomaly,impossible_location_change
False,False,369,23371.55,1,1,3,normal,
False,False,404,32207.74,4,1,1,normal,
False,False,1491,10166.93,4,1,1,normal,
False,False,1049,36417.29,1,1,1,normal,
True,True,497,99496.05,3,0,1,anomaly,account_takeover
False,False,1471,31618.16,0,1,4,normal,
False,False,2,139651.79,3,0,1,anomaly,new_account_large_order
False,False,197,26655.04,4,1,3,normal,
False,False,332,33196.82,0,0,3,normal,
False,False,1940,17998.35,1,0,5,normal,
False,False,1866,2935.45,3,1,5,normal,
False,False,511,20222.41,2,1,4,normal,
False,False,1814,32908.88,2,0,5,normal,
False,False,1375,13215.12,0,0,5,normal,
False,False,1334,20471.67,3,0,4,normal,
False,False,1421,38858.13,2,0,5,normal,
True,True,810,154203.9,3,1,1,anomaly,account_takeover
False,False,1600,20581.45,0,0,5,normal,
False,False,1767,9065.78,3,1,4,normal,
False,False,1710,24147.86,4,0,1,normal,
False,False,1785,22765.02,2,1,2,normal,
False,False,981,14337.45,1,1,4,normal,
False,False,857,5447.21,0,0,5,normal,
False,False,1779,31966.32,0,1,4,normal,
False,False,1962,22474.49,3,0,1,normal,
False,False,1974,30575.3,0,0,2,normal,
False,False,629,12112.26,0,0,2,normal,
False,False,592,31254.9,2,1,3,normal,
False,False,1499,28625.33,3,1,5,normal,
False,False,1650,36436.21,4,0,4,normal,
False,False,735,18449.01,1,0,5,normal,
False,False,715,32015.78,0,0,2,normal,
False,False,393,1658.76,3,0,3,normal,
False,False,1597,2152.14,3,1,4,normal,
False,False,776,6288.72,1,0,4,normal,
False,False,801,13521.63,4,0,5,normal,
False,False,130,11943.3,0,0,4,normal,
False,False,1663,13060.65,4,0,2,normal,
False,False,1055,7626.18,0,0,3,normal,
False,False,1808,10149.23,2,0,4,normal,
False,False,1287,22922.98,1,0,3,normal,
False,False,999,4999.38,0,1,2,normal,
False,False,1238,37460.75,1,1,1,normal,
False,False,1334,11536.36,4,0,3,normal,
False,False,1408,18794.7,0,1,2,normal,
False,False,977,22177.77,4,0,3,normal,
False,False,1069,6108.49,3,1,3,normal,
False,False,328,14509.71,2,1,1,normal,
True,False,1172,3372.5,1,0,3,normal,
False,False,748,10751.9,2,1,5,normal,
False,False,125,53944.36,0,4,3,anomaly,failed_mpin_then_large_order
False,False,809,12915.2,4,1,2,normal,
False,False,1062,11454.54,1,0,4,normal,
False,False,1006,36480.02,1,1,5,normal,
False,False,1256,16265.33,2,1,1,normal,
False,False,183,29812.03,4,1,1,normal,
False,False,1898,24106.64,2,1,1,normal,
False,False,1864,12324.89,2,1,5,normal,
False,False,1970,4595.9,4,1,4,normal,
False,False,1212,15929.71,4,1,2,normal,
False,False,1846,5366.82,1,1,2,normal,
False,False,1565,6657.2,3,0,4,normal,
False,False,1348,14573.61,0,0,3,normal,
False,False,644,26316.98,1,1,1,normal,
False,False,755,24894.9,0,1,4,normal,
False,False,1028,27237.89,2,0,3,normal,
False,False,270,10286.93,3,1,5,normal,
False,False,861,30650.12,3,1,4,normal,
False,False,980,9782.59,1,0,3,normal,
False,False,622,12019.66,3,1,3,normal,
False,False,1968,11102.99,0,0,3,normal,
False,False,1603,37694.4,0,0,4,normal,
False,True,1940,29929.48,3,1,2,normal,
False,False,1612,22452.85,3,0,2,normal,
False,False,1182,30892.13,0,0,1,normal,
False,False,265,10317.26,1,1,1,normal,
False,False,563,34693.04,2,0,2,normal,
False,False,1198,16835.55,2,1,1,normal,
False,False,1539,29850.43,0,1,4,normal,
False,False,509,1623.48,2,1,1,normal,
True,False,1169,25432.93,0,0,3,normal,
False,False,777,15824.72,4,1,2,normal,
False,False,696,16952.87,2,0,5,normal,
False,False,621,28044.66,0,0,3,normal,
True,False,1376,1992.97,0,0,3,normal,
False,False,1326,16184.74,3,1,2,normal,
False,False,1370,19666.23,2,1,4,normal,
False,False,1667,14588.56,4,1,4,normal,
False,False,1382,26210.49,3,0,5,normal,
False,False,221,30594.95,0,0,3,normal,
False,False,143,39644.94,3,0,3,normal,
False,False,571,2988.91,3,1,1,normal,
False,False,1563,35437.67,2,0,4,normal,
True,False,1910,6275.26,0,0,1,normal,
False,False,1101,36689.5,0,0,2,normal,
False,False,1479,2350.78,0,0,1,normal,
False,False,1601,13428.6,3,0,1,normal,
False,False,1480,22005.59,4,1,2,normal,
False,False,1871,4204.91,1,1,5,normal,
False,False,1838,3842.98,4,1,5,normal,
False,False,1317,23280.21,2,0,2,normal,
False,False,1399,7635.01,0,1,1,normal,
False,False,1731,36560.73,3,0,2,normal,
False,False,511,15635.82,4,1,5,normal,
False,False,479,32596.37,3,0,1,normal,
False,False,1283,24640.72,0,0,4,normal,
False,False,960,2930.66,3,1,4,normal,
False,False,1801,33461.69,4,0,3,normal,
False,False,1586,35352.31,4,1,1,normal,
False,False,1197,21883.48,1,0,3,normal,
False,True,304,37331.06,3,0,4,anomaly,impossible_location_change
False,False,1904,17981.34,3,0,2,normal,
False,False,281,17616.95,3,1,2,normal,
False,False,1395,17259.49,4,1,5,normal,
False,False,1794,22615.33,2,1,5,normal,
False,False,1319,2529.45,3,1,2,normal,
False,False,933,1985.49,2,1,1,normal,
False,False,133,27010.16,4,1,4,normal,
False,False,1930,8799.37,0,0,2,normal,
False,False,1918,1994.51,3,1,2,normal,
False,False,377,33480.67,4,1,5,normal,
False,False,1940,37647.4,3,1,3,normal,
False,False,951,3299.67,2,1,3,normal,
False,False,715,36887.07,1,0,5,normal,
False,False,1928,35392.16,0,1,3,normal,
False,False,937,38697.36,4,1,4,normal,
False,False,1668,17089.96,1,1,5,normal,
False,False,94,9533.05,4,0,2,normal,
False,False,1157,23432.13,3,0,5,normal,
False,False,476,39934.03,0,0,4,normal,
False,False,660,13282.88,4,1,1,normal,
False,False,287,28737.1,1,0,2,normal,
False,False,1698,22752.39,2,0,1,normal,
False,False,423,33480.15,4,1,2,normal,
True,True,835,3062.54,1,1,2,anomaly,impossible_location_change
False,False,455,1460.09,2,0,4,normal,
False,False,1768,38851.65,3,1,5,normal,
False,False,1378,11610.46,2,1,3,normal,
False,False,1869,14213.15,4,0,1,normal,
False,False,1347,8602.26,4,1,2,normal,
False,False,542,20671.07,1,1,5,normal,
False,False,407,5430.06,1,1,1,normal,
False,False,1566,25566.4,4,1,2,normal,
False,False,621,24633.72,2,1,5,normal,
False,False,1330,21384.42,2,1,3,normal,
False,False,101,1350.67,4,1,3,normal,
False,False,125,3841.11,2,1,1,normal,
False,False,1829,31108.08,0,0,2,normal,
False,False,193,9095.67,1,0,2,normal,
False,False,1545,2326.52,1,0,4,normal,
False,False,1552,2682.33,2,1,3,normal,
False,False,584,17259.58,2,0,1,normal,
False,False,1538,4406.61,3,1,1,normal,
False,False,717,35279.66,1,1,5,normal,
False,False,1170,18221.43,3,1,2,normal,
False,False,1988,1087.23,1,0,5,normal,
False,False,143,22216.96,1,1,4,normal,
False,False,1276,24503.52,1,0,3,normal,
False,False,1257,3993.63,3,0,5,normal,
False,False,1069,11797.26,0,0,5,normal,
False,False,1319,14033.38,3,1,4,normal,
False,False,386,22451.99,1,1,1,normal,
True,False,1594,2332.06,3,0,5,normal,
False,False,549,1608.03,4,0,3,normal,
False,False,337,28616.58,2,0,2,normal,
False,False,1188,22228.37,1,1,2,normal,
False,False,1742,29442.6,3,1,1,normal,
False,False,95,7805.17,0,0,5,normal,
False,False,1716,20697.32,2,1,4,normal,
False,False,435,33421.24,2,0,4,normal,
False,False,163,13953.41,4,1,3,normal,
False,False,775,7587.78,0,1,3,normal,
False,False,1773,28150.7,0,0,4,normal,
False,False,1658,19711.12,0,0,5,normal,
False,False,1137,11697.17,4,1,3,normal,
False,False,2,125492.73,3,1,1,anomaly,new_account_large_order
True,False,1358,34484.25,2,0,4,normal,
False,False,275,4507.39,13,1,2,anomaly,unusual_trading_velocity
True,True,1290,82736.54,0,1,1,anomaly,account_takeover
False,False,666,1522.39,2,1,5,normal,
False,False,660,11271.83,1,1,1,normal,
False,False,1704,15445.14,2,0,4,normal,
False,False,456,30138.34,1,1,2,normal,
False,False,580,23505.6,2,1,5,normal,
False,False,942,38039.03,2,0,2,normal,
False,True,1209,26478.23,1,0,2,normal,
False,False,1348,11367.31,24,1,2,anomaly,unusual_trading_velocity
True,False,129,30881.7,4,0,1,normal,
False,False,1173,23544.57,1,0,3,normal,
False,False,1207,25193.42,0,1,2,normal,
False,False,1068,35943.41,4,1,3,normal,
False,False,1985,30634.23,1,0,4,normal,
False,False,482,14523.05,4,0,1,normal,
False,False,1247,1396.41,1,1,3,normal,
False,False,1710,19479.66,2,0,5,normal,
False,False,1569,34844.78,1,1,3,normal,
False,True,1027,34288.74,4,0,5,normal,
False,False,1371,23795.05,2,0,2,normal,
False,False,375,17162.49,0,1,3,normal,
False,False,880,38309.98,0,1,5,normal,
False,False,79,3842.11,0,1,3,normal,
False,False,918,3702.77,4,0,5,normal,
False,False,668,8548.62,0,0,4,normal,
False,False,1571,34398.75,4,1,3,normal,
False,False,1222,35691.3,2,0,2,normal,
False,False,1462,5058.51,2,1,5,normal,
False,False,500,32080.44,4,1,1,normal,
False,False,823,39984.0,3,1,4,normal,
False,False,1518,29668.22,0,1,5,normal,
False,False,1029,29129.56,0,0,4,normal,
False,False,519,35042.2,0,1,5,normal,
False,False,1476,23966.03,2,1,1,normal,
False,False,1678,6944.21,2,1,2,normal,
False,False,704,32871.28,3,0,1,normal,
True,False,1224,19061.54,0,0,3,normal,
False,False,277,23729.41,3,0,2,normal,
False,False,278,6883.82,3,1,1,normal,
False,False,1722,5028.32,4,0,4,normal,
False,False,355,5984.18,2,1,4,normal,
False,False,194,31749.46,4,0,2,normal,
False,False,1720,11759.09,0,0,2,normal,
False,False,1652,3925.54,0,1,2,normal,
False,False,1706,32996.37,3,0,4,normal,
False,False,664,1124.09,1,0,4,normal,
False,False,176,2635.95,3,1,2,normal,
False,False,1511,29842.04,2,0,2,normal,
False,False,1829,37189.39,2,0,5,normal,
False,False,1840,12533.5,1,0,5,normal,
False,False,151,25408.03,4,1,5,normal,
False,False,671,19894.32,4,1,2,normal,
False,False,332,26060.91,2,0,5,normal,
False,False,1945,16759.11,0,1,5,normal,
False,False,1707,19906.58,4,1,2,normal,
False,False,70,39333.21,2,0,2,normal,
True,False,1159,31949.87,2,0,1,normal,
False,False,1720,19788.15,0,0,3,normal,
False,False,789,39595.6,1,1,3,normal,
False,False,1117,8755.12,4,1,1,normal,
False,False,958,29674.0,1,0,2,normal,
False,False,602,35707.6,1,0,3,normal,
False,False,163,28403.67,0,0,4,normal,
False,False,644,36228.31,4,0,3,normal,
False,False,471,30741.35,3,0,5,normal,
False,False,516,14074.52,1,0,1,normal,
True,False,175,21287.64,3,1,1,normal,
False,False,976,22475.17,4,1,2,normal,
False,False,10,32311.81,1,1,2,normal,
True,True,1554,98498.75,0,1,1,anomaly,account_takeover
True,False,739,2592.37,15,0,3,anomaly,unusual_trading_velocity
False,False,1709,28766.54,0,1,4,normal,
False,False,498,22857.59,2,1,2,normal,
False,False,266,7663.72,1,0,5,normal,
False,False,137,21370.02,2,0,4,normal,
False,False,162,38330.58,0,0,4,normal,
False,False,1770,38501.81,3,1,4,normal,
False,False,1286,30219.86,1,0,1,normal,
False,False,1732,23039.43,1,0,2,normal,
False,False,811,21048.87,3,1,2,normal,
False,False,1567,693.35,4,0,5,normal,
False,False,1764,39977.11,4,0,3,normal,
False,False,562,30114.51,0,0,1,normal,
False,False,1702,11793.63,1,1,3,normal,
False,False,1260,39362.21,4,0,5,normal,
False,False,1280,91368.49,1,5,3,anomaly,failed_mpin_then_large_order
False,False,1836,9094.02,4,1,3,normal,
False,False,1435,31905.45,4,1,2,normal,
False,False,1716,33396.5,1,0,2,normal,
False,False,981,30075.55,0,0,2,normal,
True,False,1438,18923.21,3,0,5,normal,
False,False,1438,22073.43,3,0,3,normal,
False,False,1525,5838.99,1,1,5,normal,
False,False,1387,38331.04,1,1,4,normal,
False,False,1186,21778.81,1,1,5,normal,
False,False,1509,34357.98,1,1,5,normal,
False,False,1993,9750.16,2,0,5,normal,
False,False,723,14368.44,1,0,1,normal,
False,False,123,18090.66,3,0,3,normal,
False,False,167,22030.07,3,1,1,normal,
False,False,826,23118.89,2,0,5,normal,
False,False,352,3686.06,0,0,2,normal,
False,False,1107,17896.43,4,0,3,normal,
False,False,1768,29522.82,2,1,4,normal,
False,False,862,27700.8,1,0,1,normal,
False,False,938,26167.58,4,1,1,normal,
False,False,647,33801.78,4,1,4,normal,
False,False,881,5724.38,4,0,3,normal,
False,False,1830,33983.84,0,0,1,normal,
False,False,168,8803.39,4,1,1,normal,
False,False,604,11978.54,0,1,5,normal,
False,False,1609,30909.98,1,1,2,normal,
False,False,1686,21635.67,2,0,4,normal,
False,False,938,20621.89,4,1,4,normal,
False,False,438,18655.06,1,1,2,normal,
False,False,415,27095.97,1,0,4,normal,
False,False,708,25074.3,0,0,2,normal,
False,False,915,31154.3,3,0,4,normal,
True,False,1180,36597.85,4,0,2,normal,
False,False,1196,4120.48,4,1,1,normal,
False,False,716,18619.18,1,1,1,normal,
False,False,862,27132.62,4,1,4,normal,
False,False,184,19947.55,0,0,3,normal,
False,False,1751,17943.86,4,1,2,normal,
False,False,1038,27702.32,1,1,1,normal,
False,False,945,30226.24,4,0,5,normal,
False,False,1926,11305.31,2,0,5,normal,
False,False,696,22449.53,2,1,3,normal,
False,False,490,27166.1,3,1,3,normal,
False,True,563,153453.18,0,6,3,anomaly,failed_mpin_then_large_order
True,False,1309,4499.05,3,0,5,normal,
False,False,335,20665.59,4,1,1,normal,
False,False,275,10079.41,2,1,4,normal,
False,False,597,22787.93,0,0,4,normal,
False,False,1271,15663.64,3,0,1,normal,
False,False,1719,25209.78,3,1,2,normal,
False,False,1260,39463.66,3,0,3,normal,
False,False,1704,29081.28,3,1,3,normal,
False,False,1148,11065.9,1,0,1,normal,
False,False,1475,1095.59,4,1,2,normal,
False,False,1083,6399.36,4,0,4,normal,
False,False,1018,2953.91,2,1,3,normal,
False,False,1470,25879.16,4,0,4,normal,
False,False,1555,39781.68,3,1,4,normal,
False,False,71,11687.56,4,0,1,normal,
False,False,1717,6689.32,4,0,2,normal,
False,False,576,33192.4,0,0,4,normal,
False,False,638,11680.82,1,1,3,normal,
False,False,1800,33315.74,1,0,3,normal,
False,False,835,38554.9,4,1,3,normal,
False,False,988,27758.13,0,1,4,normal,
False,False,497,33640.87,0,1,1,normal,
False,False,1110,7341.2,4,0,3,normal,
False,False,269,39531.67,2,0,2,normal,
False,False,748,35353.96,0,1,1,normal,
False,True,970,34665.71,3,1,5,normal,
False,True,143,39915.91,1,1,2,normal,
False,False,1233,39197.7,3,1,1,normal,
False,False,1601,10888.26,4,0,3,normal,
False,False,824,16524.78,4,0,1,normal,
False,False,8,5271.31,1,0,2,normal,
False,False,868,24028.03,3,0,3,normal,
True,False,1491,5821.92,0,1,4,normal,
False,False,1019,11145.88,4,1,4,normal,
False,False,675,2709.5,2,0,2,normal,
True,False,1904,39807.06,4,0,4,normal,
False,False,1797,13035.03,4,1,5,normal,
False,True,1927,19653.73,3,0,2,anomaly,impossible_location_change
False,False,1001,16667.26,14,0,3,anomaly,unusual_trading_velocity
False,False,347,16412.78,4,1,5,normal,
True,False,61,21148.11,2,0,3,normal,
False,False,1632,13246.81,0,0,4,normal,
False,True,1741,22851.7,3,0,5,normal,
False,False,489,14318.74,2,0,3,normal,
False,False,473,21704.51,3,0,4,normal,
False,False,978,6674.78,1,0,4,normal,
False,False,1196,34765.8,0,1,1,normal,
False,False,892,9108.87,2,1,5,normal,
False,False,877,36495.22,2,0,4,normal,
False,False,1170,39432.72,3,0,2,normal,
False,True,1829,12105.03,0,1,4,normal,
False,False,228,9013.29,0,0,1,normal,
True,False,1490,31722.6,2,0,3,normal,
False,False,1760,2207.81,1,0,4,normal,
False,False,1183,12947.8,1,0,1,normal,
False,False,1348,17027.59,0,1,5,normal,
False,False,367,37629.88,3,0,2,normal,
False,False,314,22635.85,1,0,2,normal,
False,False,975,37351.66,0,0,2,normal,
False,False,1223,35533.15,3,1,2,normal,
False,False,1739,19798.87,1,1,3,normal,
False,False,1996,22352.42,0,0,5,normal,
False,False,250,32457.77,0,1,3,normal,
False,False,1597,37772.4,0,1,2,normal,
True,False,1583,19010.16,2,1,4,normal,
False,False,120,10048.24,2,0,3,normal,
False,False,284,1048.1,0,0,2,normal,
False,False,599,33774.39,2,0,2,normal,
False,True,1080,140483.73,1,4,1,anomaly,failed_mpin_then_large_order
False,False,1313,22082.09,2,0,4,normal,
False,False,404,10318.65,2,0,2,normal,
False,False,366,26476.31,4,1,2,normal,
True,True,1078,3223.79,1,1,2,anomaly,impossible_location_change
False,False,573,11020.61,2,0,3,normal,
False,False,193,8577.03,2,0,4,normal,
False,False,663,27928.67,3,0,3,normal,
False,False,1316,1696.29,4,1,3,normal,
False,False,1149,36866.39,4,1,5,normal,
False,False,1577,21450.78,0,1,5,normal,
True,True,1858,99585.38,1,0,1,anomaly,account_takeover
False,False,820,1992.1,2,0,2,normal,
False,False,480,30362.21,2,0,5,normal,
False,False,1428,18651.09,0,0,4,normal,
False,False,1591,7034.26,0,0,5,normal,
False,False,1956,15445.32,1,1,1,normal,
False,False,776,6855.73,0,0,3,normal,
False,False,1313,10498.2,1,1,1,normal,
False,False,73,31406.86,4,1,5,normal,
False,False,1826,14026.12,0,0,3,normal,
True,False,1566,8590.92,4,1,1,normal,
False,False,1203,11481.22,4,1,2,normal,
True,False,552,28915.39,3,1,1,normal,
False,False,93,39812.21,3,0,1,normal,
False,False,282,35492.42,0,1,5,normal,
False,False,966,36475.64,2,0,4,normal,
False,False,1773,36029.1,0,0,2,normal,
False,False,433,4118.96,3,0,4,normal,
False,False,1284,27861.83,0,1,5,normal,
False,True,288,1217.33,1,1,2,normal,
False,False,1870,36578.33,3,1,5,normal,
False,False,1794,30278.72,1,0,2,normal,
False,False,1191,24903.32,3,1,4,normal,
False,False,122,25651.55,1,0,4,normal,
False,False,1473,6366.35,4,1,3,normal,
False,False,1445,19731.15,4,1,1,normal,
False,False,1772,11436.95,2,0,2,normal,
False,False,1961,6229.96,4,1,5,normal,
False,False,841,11154.51,1,1,4,normal,
False,False,1763,24977.5,1,1,3,normal,
False,False,1292,23569.55,3,1,2,normal,
False,False,264,27481.98,4,1,3,normal,
False,False,1017,28391.02,4,1,3,normal,
False,False,217,16992.42,3,1,1,normal,
False,False,295,35439.45,1,0,3,normal,
False,False,1420,20949.38,2,1,2,normal,
True,False,1477,32156.62,2,1,2,normal,
False,False,1899,38222.14,4,0,2,normal,
False,False,312,22432.14,0,1,1,normal,
False,False,358,29594.8,2,1,5,normal,
False,False,388,24390.87,3,0,2,normal,
False,False,1252,32916.34,2,1,2,normal,
False,False,1327,29403.38,3,0,5,normal,
False,False,1715,22405.15,0,1,1,normal,
False,False,426,6218.88,3,0,1,normal,
False,False,1746,36329.39,0,0,3,normal,
False,False,1227,30390.34,2,0,3,normal,
False,False,361,27377.14,0,0,1,normal,
False,False,1200,2915.36,1,0,2,normal,
False,False,1944,15818.51,2,0,2,normal,
False,False,1518,32759.82,0,0,5,normal,
False,False,1390,37254.53,4,1,1,normal,
False,False,363,7455.96,4,1,3,normal,
False,False,199,37100.51,1,1,4,normal,
False,False,1539,5949.8,2,1,5,normal,
False,False,861,10762.95,4,1,4,normal,
False,False,1845,30690.57,3,0,2,normal,
False,False,1781,14292.65,3,0,2,normal,
False,False,589,22771.61,3,0,5,normal,
False,False,1424,39120.92,4,1,4,normal,
False,False,380,16043.02,3,0,1,normal,
False,False,122,18013.43,0,1,1,normal,
False,False,1812,11194.69,3,0,5,normal,
False,False,1990,4571.31,4,0,1,normal,
False,False,1374,36552.61,4,0,4,normal,
False,False,235,5250.97,2,0,3,normal,
False,False,456,10191.39,1,1,2,normal,
False,False,1831,10172.92,0,1,3,normal,
False,False,486,37070.73,3,0,2,normal,
False,False,1043,16665.43,0,1,3,normal,
False,False,1636,21731.69,3,0,4,normal,
False,False,1172,33009.84,2,0,5,normal,
False,False,895,14694.35,4,1,1,normal,
False,False,11,14024.3,2,1,5,normal,
False,False,1386,6571.11,0,0,3,normal,
False,False,1069,14790.28,3,1,1,normal,
False,False,1240,29173.5,2,1,4,normal,
False,False,390,6033.63,20,1,1,anomaly,unusual_trading_velocity
False,False,612,14784.18,1,0,5,normal,
False,False,587,36531.2,1,1,5,normal,
False,False,202,20796.39,0,1,5,normal,
False,False,20,8125.0,3,1,5,normal,
False,False,524,18762.57,1,1,5,normal,
False,False,953,7678.3,2,1,3,normal,
False,False,1870,17253.44,3,1,3,normal,
True,False,1141,37444.68,4,1,5,normal,
False,False,955,24302.69,2,0,4,normal,
False,False,117,13158.67,2,0,1,normal,
False,False,1589,23446.29,1,0,3,normal,
False,False,66,1888.62,2,1,4,normal,
False,False,368,16478.74,1,1,1,normal,
False,False,1300,28004.46,1,1,2,normal,
False,False,187,12138.17,18,0,1,anomaly,unusual_trading_velocity
False,False,231,18354.21,1,0,5,normal,
False,False,5,125971.61,2,1,2,anomaly,new_account_large_order
False,False,1968,4966.04,2,0,3,normal,
False,False,1038,16330.33,2,0,3,normal,
False,False,345,39333.41,2,1,4,normal,
False,False,30,8326.93,2,0,5,normal,
False,False,1809,6075.52,2,0,5,normal,
False,False,825,20059.56,3,1,1,normal,
False,False,1192,4310.39,4,1,3,normal,
False,False,271,4639.01,4,1,3,normal,
False,False,4,104683.88,1,0,1,anomaly,new_account_large_order
False,False,1274,16682.36,4,1,3,normal,
False,False,1937,38080.72,4,0,1,normal,
False,False,850,18330.93,1,1,2,normal,
False,False,337,20790.65,1,0,5,normal,
False,False,1283,4671.55,0,1,4,normal,
False,False,1420,3821.03,1,1,5,normal,
False,False,1224,38039.65,4,0,5,normal,
False,False,1662,12995.16,3,0,1,normal,
False,False,481,16724.04,0,0,4,normal,
False,False,417,20220.88,0,0,2,normal,
False,False,117,30602.44,3,1,1,normal,
True,False,495,16723.65,10,1,2,anomaly,unusual_trading_velocity
False,False,594,27091.31,2,1,4,normal,
False,False,1338,36194.57,3,1,1,normal,
False,False,1993,6824.75,3,0,4,normal,
False,False,617,32561.84,3,1,4,normal,
False,False,1676,22245.18,3,0,4,normal,
False,False,1493,24123.97,3,1,2,normal,
False,False,1740,7919.94,3,0,4,normal,
False,False,317,6225.51,2,0,1,normal,
False,False,1686,29186.32,0,1,2,normal,
False,False,1491,20202.2,4,1,3,normal,
False,False,1236,24781.75,4,0,4,normal,
False,False,939,39358.33,2,0,2,normal,
False,False,762,39272.1,0,0,3,normal,
False,False,153,21238.23,3,1,1,normal,
False,False,1177,18169.0,2,0,1,normal,
False,False,501,21142.21,0,0,1,normal,
False,False,1519,38313.02,4,0,4,normal,
False,False,1246,10423.95,3,0,3,normal,
False,False,1671,15492.48,1,0,5,normal,
False,False,1415,2884.51,2,1,1,normal,
False,False,1127,25404.23,4,0,4,normal,
False,False,92,22525.58,4,0,3,normal,
True,False,1328,23871.86,3,1,4,normal,
False,False,1363,2500.14,0,0,5,normal,
